logAge,Mstar,logMstar,logMacc,logMacc_deterministic,c_value,is_synthetic
6.047476129207194,1.0554782138504764,0.023449273454032398,-8.623909657884736,-8.08248577089995,-6.164335631404802,True
7.643478628755468,0.6246861661646785,-0.20433811151014453,-8.359125872757645,-8.99752229418794,-4.98451532298972,True
7.037623218817592,0.9947280651185868,-0.002295628761609195,-7.904343871366278,-8.51881322731374,-5.008442388472556,True
6.668284001225791,1.9542200037543989,0.29097345448924394,-9.057803865371188,-8.033656717289423,-6.647058892501782,True
5.442171634025549,1.056402531130859,0.023829433101762706,-7.325580451783974,-7.833202230160511,-5.11528996604348,True
5.442104821331281,0.7545604687902185,-0.12230595110425387,-8.61189400178828,-7.999264731689211,-6.235541014519086,True
5.170891605705912,1.3157243750935756,0.11916492049905869,-7.843823068196109,-7.6133207567286565,-5.853414055887469,True
7.40930792379657,0.5913482327786277,-0.22815669672335195,-8.57419585773636,-8.928321522193608,-5.268786079962769,True
6.675088582528689,0.2887402540116262,-0.5394926658024958,-9.516943027659389,-8.980319325909965,-6.159535446169439,True
6.971361040495046,0.3863964511863216,-0.4129668709658492,-8.467000795394542,-8.958319498389077,-5.131593041425481,True
5.067019049199373,0.384860438790403,-0.41469672932644064,-7.656292031001027,-8.177376618642075,-5.101827156778968,True
7.696650290488725,0.42880476478598173,-0.3677403975019414,-9.194963440551765,-9.205096755235267,-5.612778429736514,True
7.315866115017169,0.4047196554079869,-0.39284570337235303,-10.42498774551742,-9.0770829919189,-6.970816498018536,True
5.598179336578825,1.3294912813402866,0.12368549362078726,-8.088097263102165,-7.78384851047146,-5.927160497050722,True
5.513655159163669,0.48402311868163206,-0.31513389439675055,-8.08684196558689,-8.247838684411962,-5.461915025594945,True
5.518030492294011,0.7857191384566398,-0.10473266823109886,-6.885179854167536,-8.010506238391951,-4.497585360195602,True
5.85275101299792,1.8008842514528987,0.2554858002316752,-7.556471819234308,-7.7387100090289325,-5.440673554625392,True
6.4635753156212985,1.0220373434335965,0.009466764439450614,-8.618021608877068,-8.269443367007842,-5.971489986289243,True
6.206487701638661,1.3786413556635289,0.13945130206116998,-7.8306271004360255,-8.016016317910692,-5.43752252694535,True
5.816704718348576,0.4664132060094184,-0.33122916147412146,-8.336374806567804,-8.390720815304142,-5.568565735683678,True
6.704832518380991,0.5031963758230311,-0.2982624954755997,-8.300663146736575,-8.718377770824798,-5.205197120331792,True
5.396397994006156,0.22427999493598727,-0.6492094623794679,-9.252038483155324,-8.579325299214778,-6.295624928360562,True
5.819240676442554,0.46017838944825884,-0.33707378019962736,-8.014284309553885,-8.398406086247373,-5.238789967726528,True
6.024822305923526,0.6621634073348259,-0.17903482302772733,-8.247211905798743,-8.303305400878779,-5.566818249339979,True
6.27331385628119,0.47505331527533146,-0.32325764673195123,-7.602319781925323,-8.569380959362507,-4.655850566982833,True
7.184937413058648,0.31239007076545544,-0.5053027785088946,-9.37157699201546,-9.151068801710586,-5.8434199347248885,True
5.563096376578656,0.371211278026643,-0.43037883765163315,-8.215746923093374,-8.399146331799333,-5.439512335714056,True
6.434429394405704,0.9977544928375268,-0.0009763079336631467,-7.462197784093918,-8.26933001861754,-4.815779509896395,True
6.650988355747858,0.5290667124256787,-0.2764895623474013,-9.357543072868085,-8.671495478376134,-6.308959338911967,True
5.138667643234394,0.819985086551458,-0.08619404625933957,-7.004229020602807,-7.833473361696406,-4.793667403326417,True
6.692899239766985,1.0762946148681565,0.03193116733228597,-8.07302031495179,-8.338190635038604,-5.357741424333203,True
5.482351822613797,1.4207072755532488,0.15250460452288261,-8.511164153277553,-7.703475433466483,-6.4306004642310866,True
5.190192912569224,0.22141296536656047,-0.6547969515589774,-8.783266233422937,-8.500901166630854,-5.9052768112121,True
7.638412938191733,1.6215139555795575,0.2099206907858107,-8.22794717880431,-8.524614427930523,-5.326244495293804,True
7.68480073161653,1.3055925189060573,0.11580765289329824,-9.46035285113264,-8.65064932037004,-6.432615275182617,True
7.2492606542825975,0.29960014046209615,-0.5234579873614263,-9.085852846168162,-9.19814751067738,-5.510617079910797,True
5.853780140610237,1.7581318261020136,0.2450514356992128,-7.965600400364272,-7.7509922643619635,-5.837519880422325,True
5.280551755797683,1.8452469620908805,0.2660544990022336,-7.324794479906192,-7.491456851813236,-5.456249372512972,True
6.905325483438675,0.26150560574629056,-0.5825189969741954,-10.037404135444769,-9.12387533846558,-6.536440541399204,True
6.229222407658695,0.659008630731845,-0.1811088976143813,-7.776017864942774,-8.389695213857907,-5.009234395504883,True
5.348045910520037,1.634022758141205,0.2132581009517912,-6.53191254981941,-7.579210575675431,-4.5756137185639965,True
6.381640041008218,1.5272943506770216,0.18392274534415867,-7.028177063053958,-8.03748061012595,-4.613608197348025,True
5.105256203489155,0.4888877208624651,-0.3107908705468485,-7.7104862118072885,-8.075002534032016,-5.258395422195288,True
