logAge,Mstar,logMstar,logMacc,c_value,a_star,b_star,method
6.3205226599008855,1.3595842032650116,0.1334061099602333,-7.008903940406939,-4.933089327719906,-0.34995981888685895,1.0203007394694497,uncertain_params
6.321083048430996,0.20179503453794578,-0.6950895244187396,-8.541964535164116,-5.263583899168373,-0.4164972381911619,0.9288976186012766,uncertain_params
5.449287799137409,1.9591982113194164,0.29207837562091354,-8.504425089170034,-6.033920624030241,-0.5122338540487146,1.0983532257429764,uncertain_params
7.381419412689373,1.7579904864762383,0.2450165205204308,-8.797480070906598,-5.963251569763447,-0.4178916328616679,1.0219919437699427,uncertain_params
5.221259928253075,0.5129640263250189,-0.28991309047559927,-8.438183006902786,-5.844392659229801,-0.4335848912729812,1.1380339150334824,uncertain_params
5.874117260373876,0.7595204343908364,-0.11946053724056498,-8.339242760698362,-5.843238442989761,-0.40505303728412906,0.9766847088262981,uncertain_params
6.916424475966335,0.19645800509951644,-0.706730270238706,-9.682107107566885,-5.989608847291299,-0.4171358643614865,1.142457868586435,uncertain_params
5.184005926397566,1.6510735917736334,0.217766431099813,-6.142313834082811,-4.609164916306705,-0.33602793745753673,0.9589260400892632,uncertain_params
5.388211262972381,0.3787531749474413,-0.4216437179447545,-8.355134436926011,-5.386254098251924,-0.4466718302273547,1.3331590825793318,uncertain_params
6.667232368212188,0.8465961348639381,-0.07232371862966186,-9.155646791555958,-5.7162234396597205,-0.5040983612815019,1.0851549434198904,uncertain_params
5.31255129939939,0.2842618965844271,-0.5462813506935079,-9.511816150175939,-6.39519829126067,-0.4657295762876942,1.1759610545441694,uncertain_params
5.542111255937066,0.6837149937309268,-0.1651248960057627,-8.321420833979353,-6.103384313957679,-0.3630932932080758,1.2459241323050343,uncertain_params
5.663044485415185,0.6537981805707545,-0.18455629233500284,-7.771712049233905,-5.578436434911679,-0.3511790171144595,1.1082429944322691,uncertain_params
5.1045979343967245,1.4578754244074181,0.16372041506295457,-6.946341252209791,-5.272632591734082,-0.3683454737542714,1.2615829486830008,uncertain_params
6.767818059830899,0.9667962379795874,-0.014665048198070322,-7.476151558160199,-5.122312761600222,-0.3455572379140526,1.0344514995842777,uncertain_params
5.563339936717935,1.4646530550659496,0.16573476181301983,-7.568379434203864,-5.417587084461184,-0.42047867523906124,1.137199309856754,uncertain_params
6.6325266631254305,1.3556565375438212,0.13214967275849843,-8.353585608794,-5.5550016453537525,-0.44013137922694845,0.9125951055592115,uncertain_params
