logAge,Mstar,logMstar,logMacc,c_value,method
6.867232633610595,1.39803803828808,0.14551898800041635,-8.004593389356533,-5.346741013045605,fixed_params
5.602675814406223,1.3461216845816246,0.12908432032902276,-8.205709778493285,-6.049060459283811,fixed_params
7.779866596477127,1.3444450217061585,0.12854304734933256,-8.842009594739272,-5.789663141687284,fixed_params
6.266350967728231,0.8262934294977291,-0.08286570064331959,-8.105808697492627,-5.435419185045016,fixed_params
6.4793388095495725,1.5643104516903423,0.19432294698230637,-8.126753050387475,-5.683838813753324,fixed_params
6.51284430893043,0.21218658279525454,-0.673282081331048,-8.94135953010963,-5.498595286641423,fixed_params
5.214163043636463,1.4614286153885865,0.16477760676155354,-7.567465875827931,-5.611108239515142,fixed_params
6.263105450036788,0.9405191212577433,-0.026632370584299403,-7.962723590054432,-5.357580281539287,fixed_params
6.692594114494982,1.5393950213710197,0.1873500776537649,-8.724613437916508,-6.186101137962187,fixed_params
5.732627449621276,1.659128849197172,0.21988011497094526,-8.001292994572232,-5.894412076236005,fixed_params
5.6580502299764746,0.4588294327721923,-0.3383487309613565,-8.650449349304953,-5.939774230586484,fixed_params
7.064669867323886,1.6543571186802137,0.21862926454615286,-8.881801508341379,-6.225872548856701,fixed_params
6.451405737329273,0.6632720438303878,-0.17830830733913802,-9.281676892185418,-6.426732901308627,fixed_params
6.173736392707404,1.7435240245567762,0.24142793603121127,-8.453017736459586,-6.189279212767671,fixed_params
5.217916159918176,1.5156963346030654,0.18061220036182543,-7.881761822982056,-5.9418579991687785,fixed_params
7.136480746824435,1.0924194245297452,0.03838941381397971,-8.15243125154036,-5.262128205249752,fixed_params
7.493999534902025,0.15761360661146456,-0.8024062930571334,-8.628397941947465,-4.635507345858143,fixed_params
6.688444351996392,0.8284260037589182,-0.08174627734043857,-8.824548837691188,-5.981901487870593,fixed_params
7.346441951235915,0.4172694437363768,-0.37958341711565174,-9.657980316886487,-6.206312031095568,fixed_params
7.733280381373973,0.19471759569059938,-0.7105948016076012,-8.646779581392341,-4.659864586846551,fixed_params
7.102790287819143,1.8136533153022691,0.25855427410194154,-7.889561148047999,-5.263336918553262,fixed_params
5.344098192943344,0.7183913553686339,-0.14363890231275755,-9.40056357581797,-7.040256924699781,fixed_params
6.459775750808703,1.7067762283063246,0.23217658544853337,-7.742086968076337,-5.350237954312338,fixed_params
6.867202311274772,0.7067924726788104,-0.1507080843654205,-8.123423632385995,-5.128907251487265,fixed_params
6.146150866789255,1.1787851949023909,0.07143467263719082,-7.703144072748226,-5.257540841510407,fixed_params
7.7543845313414455,0.6899887392817496,-0.1611579969550704,-10.082537010848387,-6.7114073666841705,fixed_params
6.041794177674044,0.9939579928489408,-0.0026319695859940003,-8.14368305167919,-5.656802375971572,fixed_params
6.628681014610793,0.8391155896481997,-0.07617821022177168,-8.52103855481706,-5.709289357608537,fixed_params
6.38730252773354,1.376491460039558,0.13877352130929763,-6.920770383875698,-4.452559280590135,fixed_params
7.69669812138967,1.0297049553794748,0.012712802757114944,-8.791653573286313,-5.6418524584962695,fixed_params
7.012845368050336,0.7340347334580144,-0.1342833894132783,-7.688057150035629,-4.652331776016802,fixed_params
7.116347164181371,1.1404004408588577,0.05705737652810302,-7.777096316878172,-4.916287592684976,fixed_params
5.262990914380079,0.24692054178614836,-0.6074427787870742,-7.925604597898868,-5.071506938891994,fixed_params
5.12252709202322,1.311961744348294,0.11792117157877016,-7.457401875161633,-5.485462795668219,fixed_params
5.046674869398247,1.4298825675301796,0.15530037147356485,-8.696499035502224,-6.798227435308228,fixed_params
7.207820694288529,1.5795563227861305,0.19853511630581816,-7.9399541686417825,-5.202335375273924,fixed_params
6.196514054283859,1.4742261434788935,0.16856410857851675,-7.8666058075048015,-5.510689698380935,fixed_params
6.101693393303674,0.2929061779172729,-0.5332714681712997,-8.16453928824706,-5.049935386526857,fixed_params
5.107801638313655,1.2725395258553853,0.1046712806703229,-7.290074030518387,-5.309129702364122,fixed_params
6.922608222556996,0.9677859025301587,-0.014220708429040527,-8.813835709973908,-5.951665509958199,fixed_params
6.551245013195738,0.7871381776114987,-0.1039490230326741,-8.959008667697546,-6.147531912380828,fixed_params
6.785789310212573,1.121258618840455,0.04970579438032131,-7.413522954021386,-4.680257027034244,fixed_params
5.455349359137724,1.9907320384184308,0.2990128059499928,-7.922794814471418,-6.019846013943013,fixed_params
6.0595467398226965,1.4281088509930777,0.15476131079029562,-8.385579432119703,-6.070285477364577,fixed_params
7.634057950576139,1.7082719178623762,0.23255700161519582,-8.32363893593802,-5.449453933348394,fixed_params
5.956416771522351,1.8104719354236334,0.2577917970982835,-7.913432386002688,-5.757636157217149,fixed_params
7.213460594504328,0.29350299907173816,-0.532387456686717,-8.288106919539883,-4.7174404201391225,fixed_params
5.689498504344738,0.3032182343787208,-0.5182446854544208,-8.866699090239997,-5.938634526164954,fixed_params
7.007738208430775,1.7086402767167974,0.23265063950188714,-7.777345141751898,-5.160757776727211,fixed_params
5.5679648271564846,0.25475947367593155,-0.5938696570224995,-8.029697400259774,-5.065646040716837,fixed_params
6.092593965606218,1.3862974279875733,0.1418564174879234,-8.062261573537263,-5.718714276327156,fixed_params
7.348858291040973,1.1920726560910642,0.07630272619096565,-8.550088547653978,-5.615563629055205,fixed_params
6.763423111866864,1.2383354823271633,0.09283831704747178,-8.143241939635924,-5.4681933647514045,fixed_params
5.8792507393486,1.9455161687300004,0.28903484447465694,-8.106359972172541,-6.017797317533832,fixed_params
