logAge,Mstar,logMstar,logMacc,c_value,a_star,b_star,method
5.5218434349230385,0.6107465186304775,-0.21413899990734148,-7.6221632692332175,-5.4319011205520855,-0.35392379153206477,1.1018561964370157,bootstrap_sampling
6.246979255632196,1.136709098830951,0.055649336335166284,-8.240681611957386,-6.262291318330028,-0.3251156259708523,0.9452094303089176,bootstrap_sampling
7.729368813224967,1.9764433430504607,0.2958843693224403,-9.045180545799575,-6.117800225931075,-0.42434081652493205,1.1913652429999857,bootstrap_sampling
7.77888943818631,0.8365762043200884,-0.07749449270716108,-7.883501701473699,-4.8988516095441454,-0.37274330759180074,1.0984150018340415,bootstrap_sampling
7.618221672975395,0.7040314613862848,-0.15240793290169719,-9.430807680905088,-5.81343033934229,-0.45175357494572665,1.1536044267495704,bootstrap_sampling
5.36683899823783,0.43570062523484315,-0.3608118168467858,-8.25569190696861,-5.623440526431269,-0.4125328877131089,1.1592020304605661,bootstrap_sampling
6.286104154204435,0.6470596640433213,-0.18905567208228813,-8.290086393505518,-5.253171173422018,-0.4510551194088883,1.066012767415888,bootstrap_sampling
6.449944357831717,0.6213934888502303,-0.20663330172673286,-9.638844071093649,-6.537444186804577,-0.44454437592839113,1.1329896633676846,bootstrap_sampling
7.5228945600416885,0.4178503283871646,-0.37897925218610384,-10.58630983726101,-7.022112200775352,-0.4209732092723115,1.0482383091848355,bootstrap_sampling
5.925468353827039,1.6048042673566987,0.20542207051619987,-8.725253584751954,-6.363087299836589,-0.44083095946537654,1.2168293998585789,bootstrap_sampling
6.763700953535187,0.248270162422846,-0.6050754716405882,-7.964290244360651,-4.849178158071797,-0.36584291938537916,1.0588100387887103,bootstrap_sampling
5.586389079898223,1.6145871052781335,0.2080614797162607,-6.18205215278196,-3.9725742202403502,-0.44083095946537654,1.2168293998585789,bootstrap_sampling
5.214315901255405,0.1600002385106404,-0.7958793699454639,-8.82969371498179,-5.5539704952531075,-0.42904683836701096,1.3048930620219288,bootstrap_sampling
6.660487149965675,1.7079761499732395,0.23248180194588228,-8.649516045972886,-5.530191198709511,-0.5143881539201836,1.3194617361404504,bootstrap_sampling
6.455404111326656,0.6430198333552852,-0.19177563145537568,-7.809127668374151,-4.829691510466529,-0.43125485615613357,1.019481906872123,bootstrap_sampling
5.498836514399525,0.7516184205289291,-0.1240025848301118,-7.657949103414323,-5.263381129107366,-0.4114123996002057,1.0667394481320152,bootstrap_sampling
6.183863349413793,1.8648165352567432,0.2706361114021185,-8.777852739363944,-6.067119412063375,-0.48091266618701667,0.9723938244559527,bootstrap_sampling
5.283626947082864,1.8294472216047382,0.26231988488222935,-7.277564380109661,-5.440568479506159,-0.3990865441298368,1.0354858088666354,bootstrap_sampling
7.454792802693442,0.32794669678546784,-0.48419673913324845,-8.604146418010757,-5.293573329220168,-0.37274330759180074,1.0984150018340415,bootstrap_sampling
5.546056741125113,1.8782056722276106,0.2737431477931112,-8.768312059224725,-6.631666744445656,-0.4475993965245557,1.2631049888444998,bootstrap_sampling
6.0177246834104565,0.677079663347228,-0.1693602304039012,-8.414066329797,-5.808167582708951,-0.40300726186396574,1.0670273614096288,bootstrap_sampling
5.062799162969077,1.4589118729076194,0.1640290586748996,-7.450645759430421,-5.90168291500843,-0.3454046587707822,1.217781620537405,bootstrap_sampling
7.680720716041492,1.5724756850689943,0.19658393874560176,-7.463018669535008,-4.285995937252336,-0.4472614358486062,1.3137769299678297,bootstrap_sampling
7.755595977034185,1.7849237278776893,0.2516196628742286,-7.90092462468828,-4.9569894464478175,-0.4211387964758373,1.2806915556580911,bootstrap_sampling
5.2570917294010755,1.3628252948440276,0.13444018573325783,-8.067346614203831,-6.274545862924218,-0.37193992071650683,1.208876117410945,bootstrap_sampling
6.296981362231932,0.3049431959044393,-0.5157810524657255,-8.9768924545283,-5.450483484631067,-0.4587807587055224,1.2359412582731402,bootstrap_sampling
7.689557836447995,0.45164260664926137,-0.3452050947367945,-9.791401197145419,-6.918440303209162,-0.31939495852664734,1.2078468540379035,bootstrap_sampling
5.754720729706143,1.186441189901071,0.07424621576494939,-7.304337099151511,-5.309763512185626,-0.3609208262979706,1.1101572391872345,bootstrap_sampling
7.268520697675092,1.8924782218759675,0.2770308904582324,-8.960014450655377,-6.337579416442602,-0.4044231329604493,1.144720279403888,bootstrap_sampling
5.519442907565974,1.9155724433841408,0.28229858083857584,-7.450261678297217,-5.360629578343273,-0.44083095946537654,1.2168293998585789,bootstrap_sampling
5.094077617417471,1.0829399063862304,0.03460435778048398,-6.70848357255368,-4.41211171916556,-0.45889032925519047,1.1920782342432332,bootstrap_sampling
5.817796736667724,1.5157659401607144,0.18063214407668127,-7.1557338287681205,-4.903766312389532,-0.42805639925661865,1.319685416705834,bootstrap_sampling
7.594344355124125,0.9953157471498064,-0.002039124790070213,-8.740990491681561,-5.5296522973097,-0.42253396109646246,1.2112020229127438,bootstrap_sampling
7.5818948701697115,0.5705779688458941,-0.24368500133189677,-9.502526438258528,-6.051795161265208,-0.41556350485993576,1.230984548193291,bootstrap_sampling
